"member_casual","date","hour","day_of_week","day","month","year","count"
"casual","2022-05-01","17","Monday","1","5","2022","283"
"casual","2022-05-01","18","Monday","1","5","2022","244"
"casual","2022-05-01","19","Monday","1","5","2022","250"
"casual","2022-05-01","20","Monday","1","5","2022","157"
"casual","2022-05-01","21","Monday","1","5","2022","134"
"casual","2022-05-01","22","Monday","1","5","2022","96"
"casual","2022-05-01","23","Monday","1","5","2022","75"
"casual","2022-05-02","0","Tuesday","2","5","2022","47"
"casual","2022-05-02","1","Tuesday","2","5","2022","26"
"casual","2022-05-02","2","Tuesday","2","5","2022","16"
"casual","2022-05-02","3","Tuesday","2","5","2022","17"
"casual","2022-05-02","4","Tuesday","2","5","2022","12"
"casual","2022-05-02","5","Tuesday","2","5","2022","18"
"casual","2022-05-02","6","Tuesday","2","5","2022","70"
"casual","2022-05-02","7","Tuesday","2","5","2022","139"
"casual","2022-05-02","8","Tuesday","2","5","2022","150"
"casual","2022-05-02","9","Tuesday","2","5","2022","131"
"casual","2022-05-02","10","Tuesday","2","5","2022","127"
"casual","2022-05-02","11","Tuesday","2","5","2022","164"
"casual","2022-05-02","12","Tuesday","2","5","2022","204"
"casual","2022-05-02","13","Tuesday","2","5","2022","239"
"casual","2022-05-02","14","Tuesday","2","5","2022","231"
"casual","2022-05-02","15","Tuesday","2","5","2022","297"
"casual","2022-05-02","16","Tuesday","2","5","2022","369"
"casual","2022-05-02","17","Tuesday","2","5","2022","419"
"casual","2022-05-02","18","Tuesday","2","5","2022","338"
"casual","2022-05-02","19","Tuesday","2","5","2022","246"
"casual","2022-05-02","20","Tuesday","2","5","2022","153"
"casual","2022-05-02","21","Tuesday","2","5","2022","145"
"casual","2022-05-02","22","Tuesday","2","5","2022","109"
"casual","2022-05-02","23","Tuesday","2","5","2022","65"
"casual","2022-05-03","0","Wednesday","3","5","2022","42"
"casual","2022-05-03","1","Wednesday","3","5","2022","26"
"casual","2022-05-03","2","Wednesday","3","5","2022","14"
"casual","2022-05-03","3","Wednesday","3","5","2022","9"
"casual","2022-05-03","4","Wednesday","3","5","2022","9"
"casual","2022-05-03","5","Wednesday","3","5","2022","8"
"casual","2022-05-03","6","Wednesday","3","5","2022","11"
"casual","2022-05-03","7","Wednesday","3","5","2022","29"
"casual","2022-05-03","8","Wednesday","3","5","2022","22"
"casual","2022-05-03","9","Wednesday","3","5","2022","14"
"casual","2022-05-03","10","Wednesday","3","5","2022","26"
"casual","2022-05-03","11","Wednesday","3","5","2022","45"
"casual","2022-05-03","12","Wednesday","3","5","2022","95"
"casual","2022-05-03","13","Wednesday","3","5","2022","85"
"casual","2022-05-03","14","Wednesday","3","5","2022","67"
"casual","2022-05-03","15","Wednesday","3","5","2022","113"
"casual","2022-05-03","16","Wednesday","3","5","2022","116"
"casual","2022-05-03","17","Wednesday","3","5","2022","203"
"casual","2022-05-03","18","Wednesday","3","5","2022","138"
"casual","2022-05-03","19","Wednesday","3","5","2022","105"
"casual","2022-05-03","20","Wednesday","3","5","2022","42"
"casual","2022-05-03","21","Wednesday","3","5","2022","77"
"casual","2022-05-03","22","Wednesday","3","5","2022","73"
"casual","2022-05-03","23","Wednesday","3","5","2022","36"
"casual","2022-05-04","0","Thursday","4","5","2022","20"
"casual","2022-05-04","1","Thursday","4","5","2022","12"
"casual","2022-05-04","2","Thursday","4","5","2022","10"
"casual","2022-05-04","3","Thursday","4","5","2022","10"
"casual","2022-05-04","4","Thursday","4","5","2022","10"
"casual","2022-05-04","5","Thursday","4","5","2022","31"
"casual","2022-05-04","6","Thursday","4","5","2022","58"
"casual","2022-05-04","7","Thursday","4","5","2022","135"
"casual","2022-05-04","8","Thursday","4","5","2022","200"
"casual","2022-05-04","9","Thursday","4","5","2022","111"
"casual","2022-05-04","10","Thursday","4","5","2022","137"
"casual","2022-05-04","11","Thursday","4","5","2022","183"
"casual","2022-05-04","12","Thursday","4","5","2022","205"
"casual","2022-05-04","13","Thursday","4","5","2022","245"
"casual","2022-05-04","14","Thursday","4","5","2022","267"
"casual","2022-05-04","15","Thursday","4","5","2022","344"
"casual","2022-05-04","16","Thursday","4","5","2022","437"
"casual","2022-05-04","17","Thursday","4","5","2022","575"
"casual","2022-05-04","18","Thursday","4","5","2022","516"
"casual","2022-05-04","19","Thursday","4","5","2022","319"
"casual","2022-05-04","20","Thursday","4","5","2022","218"
"casual","2022-05-04","21","Thursday","4","5","2022","212"
"casual","2022-05-04","22","Thursday","4","5","2022","183"
"casual","2022-05-04","23","Thursday","4","5","2022","89"
"casual","2022-05-05","0","Friday","5","5","2022","54"
"casual","2022-05-05","1","Friday","5","5","2022","17"
"casual","2022-05-05","2","Friday","5","5","2022","15"
"casual","2022-05-05","3","Friday","5","5","2022","13"
"casual","2022-05-05","4","Friday","5","5","2022","10"
"casual","2022-05-05","5","Friday","5","5","2022","18"
"casual","2022-05-05","6","Friday","5","5","2022","78"
"casual","2022-05-05","7","Friday","5","5","2022","162"
"casual","2022-05-05","8","Friday","5","5","2022","200"
"casual","2022-05-05","9","Friday","5","5","2022","160"
"casual","2022-05-05","10","Friday","5","5","2022","129"
"casual","2022-05-05","11","Friday","5","5","2022","138"
"casual","2022-05-05","12","Friday","5","5","2022","180"
"casual","2022-05-05","13","Friday","5","5","2022","142"
"casual","2022-05-05","14","Friday","5","5","2022","86"
"casual","2022-05-05","15","Friday","5","5","2022","116"
"casual","2022-05-05","16","Friday","5","5","2022","140"
"casual","2022-05-05","17","Friday","5","5","2022","173"
"casual","2022-05-05","18","Friday","5","5","2022","123"
"casual","2022-05-05","19","Friday","5","5","2022","102"
"casual","2022-05-05","20","Friday","5","5","2022","58"
"casual","2022-05-05","21","Friday","5","5","2022","63"
"casual","2022-05-05","22","Friday","5","5","2022","108"
"casual","2022-05-05","23","Friday","5","5","2022","75"
"casual","2022-05-06","0","Saturday","6","5","2022","52"
"casual","2022-05-06","1","Saturday","6","5","2022","26"
"casual","2022-05-06","2","Saturday","6","5","2022","21"
"casual","2022-05-06","3","Saturday","6","5","2022","16"
"casual","2022-05-06","4","Saturday","6","5","2022","12"
"casual","2022-05-06","5","Saturday","6","5","2022","12"
"casual","2022-05-06","6","Saturday","6","5","2022","36"
"casual","2022-05-06","7","Saturday","6","5","2022","48"
"casual","2022-05-06","8","Saturday","6","5","2022","71"
"casual","2022-05-06","9","Saturday","6","5","2022","68"
"casual","2022-05-06","10","Saturday","6","5","2022","75"
"casual","2022-05-06","11","Saturday","6","5","2022","91"
"casual","2022-05-06","12","Saturday","6","5","2022","109"
"casual","2022-05-06","13","Saturday","6","5","2022","78"
"casual","2022-05-06","14","Saturday","6","5","2022","89"
"casual","2022-05-06","15","Saturday","6","5","2022","102"
"casual","2022-05-06","16","Saturday","6","5","2022","149"
"casual","2022-05-06","17","Saturday","6","5","2022","238"
"casual","2022-05-06","18","Saturday","6","5","2022","265"
"casual","2022-05-06","19","Saturday","6","5","2022","207"
"casual","2022-05-06","20","Saturday","6","5","2022","149"
"casual","2022-05-06","21","Saturday","6","5","2022","136"
"casual","2022-05-06","22","Saturday","6","5","2022","153"
"casual","2022-05-06","23","Saturday","6","5","2022","155"
"casual","2022-05-07","0","Sunday","7","5","2022","141"
"casual","2022-05-07","1","Sunday","7","5","2022","139"
"casual","2022-05-07","2","Sunday","7","5","2022","68"
"casual","2022-05-07","3","Sunday","7","5","2022","51"
"casual","2022-05-07","4","Sunday","7","5","2022","17"
"casual","2022-05-07","5","Sunday","7","5","2022","17"
"casual","2022-05-07","6","Sunday","7","5","2022","37"
"casual","2022-05-07","7","Sunday","7","5","2022","92"
"casual","2022-05-07","8","Sunday","7","5","2022","181"
"casual","2022-05-07","9","Sunday","7","5","2022","322"
"casual","2022-05-07","10","Sunday","7","5","2022","557"
"casual","2022-05-07","11","Sunday","7","5","2022","846"
"casual","2022-05-07","12","Sunday","7","5","2022","771"
"casual","2022-05-07","13","Sunday","7","5","2022","975"
"casual","2022-05-07","14","Sunday","7","5","2022","999"
"casual","2022-05-07","15","Sunday","7","5","2022","1168"
"casual","2022-05-07","16","Sunday","7","5","2022","970"
"casual","2022-05-07","17","Sunday","7","5","2022","907"
"casual","2022-05-07","18","Sunday","7","5","2022","745"
"casual","2022-05-07","19","Sunday","7","5","2022","585"
"casual","2022-05-07","20","Sunday","7","5","2022","307"
"casual","2022-05-07","21","Sunday","7","5","2022","314"
"casual","2022-05-07","22","Sunday","7","5","2022","344"
"casual","2022-05-07","23","Sunday","7","5","2022","286"
"casual","2022-05-08","0","Monday","8","5","2022","234"
"casual","2022-05-08","1","Monday","8","5","2022","124"
"casual","2022-05-08","2","Monday","8","5","2022","87"
"casual","2022-05-08","3","Monday","8","5","2022","49"
"casual","2022-05-08","4","Monday","8","5","2022","40"
"casual","2022-05-08","5","Monday","8","5","2022","27"
"casual","2022-05-08","6","Monday","8","5","2022","59"
"casual","2022-05-08","7","Monday","8","5","2022","60"
"casual","2022-05-08","8","Monday","8","5","2022","136"
"casual","2022-05-08","9","Monday","8","5","2022","269"
"casual","2022-05-08","10","Monday","8","5","2022","481"
"casual","2022-05-08","11","Monday","8","5","2022","566"
"casual","2022-05-08","12","Monday","8","5","2022","667"
"casual","2022-05-08","13","Monday","8","5","2022","713"
"casual","2022-05-08","14","Monday","8","5","2022","714"
"casual","2022-05-08","15","Monday","8","5","2022","583"
"casual","2022-05-08","16","Monday","8","5","2022","676"
"casual","2022-05-08","17","Monday","8","5","2022","658"
"casual","2022-05-08","18","Monday","8","5","2022","376"
"casual","2022-05-08","19","Monday","8","5","2022","298"
"casual","2022-05-08","20","Monday","8","5","2022","245"
"casual","2022-05-08","21","Monday","8","5","2022","236"
"casual","2022-05-08","22","Monday","8","5","2022","146"
"casual","2022-05-08","23","Monday","8","5","2022","101"
"casual","2022-05-09","0","Tuesday","9","5","2022","47"
"casual","2022-05-09","1","Tuesday","9","5","2022","37"
"casual","2022-05-09","2","Tuesday","9","5","2022","25"
"casual","2022-05-09","3","Tuesday","9","5","2022","14"
"casual","2022-05-09","4","Tuesday","9","5","2022","19"
"casual","2022-05-09","5","Tuesday","9","5","2022","30"
"casual","2022-05-09","6","Tuesday","9","5","2022","92"
"casual","2022-05-09","7","Tuesday","9","5","2022","183"
"casual","2022-05-09","8","Tuesday","9","5","2022","239"
"casual","2022-05-09","9","Tuesday","9","5","2022","248"
"casual","2022-05-09","10","Tuesday","9","5","2022","283"
"casual","2022-05-09","11","Tuesday","9","5","2022","413"
"casual","2022-05-09","12","Tuesday","9","5","2022","449"
"casual","2022-05-09","13","Tuesday","9","5","2022","518"
"casual","2022-05-09","14","Tuesday","9","5","2022","564"
"casual","2022-05-09","15","Tuesday","9","5","2022","619"
"casual","2022-05-09","16","Tuesday","9","5","2022","753"
"casual","2022-05-09","17","Tuesday","9","5","2022","1008"
"casual","2022-05-09","18","Tuesday","9","5","2022","999"
"casual","2022-05-09","19","Tuesday","9","5","2022","789"
"casual","2022-05-09","20","Tuesday","9","5","2022","537"
"casual","2022-05-09","21","Tuesday","9","5","2022","448"
"casual","2022-05-09","22","Tuesday","9","5","2022","356"
"casual","2022-05-09","23","Tuesday","9","5","2022","196"
"casual","2022-05-10","0","Wednesday","10","5","2022","112"
"casual","2022-05-10","1","Wednesday","10","5","2022","55"
"casual","2022-05-10","2","Wednesday","10","5","2022","40"
"casual","2022-05-10","3","Wednesday","10","5","2022","36"
"casual","2022-05-10","4","Wednesday","10","5","2022","21"
"casual","2022-05-10","5","Wednesday","10","5","2022","50"
"casual","2022-05-10","6","Wednesday","10","5","2022","164"
"casual","2022-05-10","7","Wednesday","10","5","2022","301"
"casual","2022-05-10","8","Wednesday","10","5","2022","314"
"casual","2022-05-10","9","Wednesday","10","5","2022","269"
"casual","2022-05-10","10","Wednesday","10","5","2022","301"
"casual","2022-05-10","11","Wednesday","10","5","2022","383"
"casual","2022-05-10","12","Wednesday","10","5","2022","500"
"casual","2022-05-10","13","Wednesday","10","5","2022","494"
"casual","2022-05-10","14","Wednesday","10","5","2022","582"
"casual","2022-05-10","15","Wednesday","10","5","2022","726"
"casual","2022-05-10","16","Wednesday","10","5","2022","955"
"casual","2022-05-10","17","Wednesday","10","5","2022","1322"
"casual","2022-05-10","18","Wednesday","10","5","2022","1203"
"casual","2022-05-10","19","Wednesday","10","5","2022","912"
"casual","2022-05-10","20","Wednesday","10","5","2022","702"
"casual","2022-05-10","21","Wednesday","10","5","2022","544"
"casual","2022-05-10","22","Wednesday","10","5","2022","443"
"casual","2022-05-10","23","Wednesday","10","5","2022","267"
"casual","2022-05-11","0","Thursday","11","5","2022","131"
"casual","2022-05-11","1","Thursday","11","5","2022","71"
"casual","2022-05-11","2","Thursday","11","5","2022","53"
"casual","2022-05-11","3","Thursday","11","5","2022","20"
"casual","2022-05-11","4","Thursday","11","5","2022","10"
"casual","2022-05-11","5","Thursday","11","5","2022","53"
"casual","2022-05-11","6","Thursday","11","5","2022","133"
"casual","2022-05-11","7","Thursday","11","5","2022","265"
"casual","2022-05-11","8","Thursday","11","5","2022","361"
"casual","2022-05-11","9","Thursday","11","5","2022","280"
"casual","2022-05-11","10","Thursday","11","5","2022","280"
"casual","2022-05-11","11","Thursday","11","5","2022","364"
"casual","2022-05-11","12","Thursday","11","5","2022","505"
"casual","2022-05-11","13","Thursday","11","5","2022","468"
"casual","2022-05-11","14","Thursday","11","5","2022","551"
"casual","2022-05-11","15","Thursday","11","5","2022","686"
"casual","2022-05-11","16","Thursday","11","5","2022","884"
"casual","2022-05-11","17","Thursday","11","5","2022","1162"
"casual","2022-05-11","18","Thursday","11","5","2022","990"
"casual","2022-05-11","19","Thursday","11","5","2022","763"
"casual","2022-05-11","20","Thursday","11","5","2022","574"
"casual","2022-05-11","21","Thursday","11","5","2022","437"
"casual","2022-05-11","22","Thursday","11","5","2022","340"
"casual","2022-05-11","23","Thursday","11","5","2022","175"
"casual","2022-05-12","0","Friday","12","5","2022","134"
"casual","2022-05-12","1","Friday","12","5","2022","63"
"casual","2022-05-12","2","Friday","12","5","2022","40"
"casual","2022-05-12","3","Friday","12","5","2022","32"
"casual","2022-05-12","4","Friday","12","5","2022","20"
"casual","2022-05-12","5","Friday","12","5","2022","47"
"casual","2022-05-12","6","Friday","12","5","2022","119"
"casual","2022-05-12","7","Friday","12","5","2022","262"
"casual","2022-05-12","8","Friday","12","5","2022","329"
"casual","2022-05-12","9","Friday","12","5","2022","294"
"casual","2022-05-12","10","Friday","12","5","2022","319"
"casual","2022-05-12","11","Friday","12","5","2022","403"
"casual","2022-05-12","12","Friday","12","5","2022","517"
"casual","2022-05-12","13","Friday","12","5","2022","569"
"casual","2022-05-12","14","Friday","12","5","2022","627"
"casual","2022-05-12","15","Friday","12","5","2022","766"
"casual","2022-05-12","16","Friday","12","5","2022","909"
"casual","2022-05-12","17","Friday","12","5","2022","1182"
"casual","2022-05-12","18","Friday","12","5","2022","1184"
"casual","2022-05-12","19","Friday","12","5","2022","913"
"casual","2022-05-12","20","Friday","12","5","2022","704"
"casual","2022-05-12","21","Friday","12","5","2022","538"
"casual","2022-05-12","22","Friday","12","5","2022","475"
"casual","2022-05-12","23","Friday","12","5","2022","298"
"casual","2022-05-13","0","Saturday","13","5","2022","191"
"casual","2022-05-13","1","Saturday","13","5","2022","91"
"casual","2022-05-13","2","Saturday","13","5","2022","51"
"casual","2022-05-13","3","Saturday","13","5","2022","33"
"casual","2022-05-13","4","Saturday","13","5","2022","26"
"casual","2022-05-13","5","Saturday","13","5","2022","51"
"casual","2022-05-13","6","Saturday","13","5","2022","99"
"casual","2022-05-13","7","Saturday","13","5","2022","232"
"casual","2022-05-13","8","Saturday","13","5","2022","286"
"casual","2022-05-13","9","Saturday","13","5","2022","331"
"casual","2022-05-13","10","Saturday","13","5","2022","442"
"casual","2022-05-13","11","Saturday","13","5","2022","575"
"casual","2022-05-13","12","Saturday","13","5","2022","803"
"casual","2022-05-13","13","Saturday","13","5","2022","872"
"casual","2022-05-13","14","Saturday","13","5","2022","940"
"casual","2022-05-13","15","Saturday","13","5","2022","1149"
"casual","2022-05-13","16","Saturday","13","5","2022","1198"
"casual","2022-05-13","17","Saturday","13","5","2022","1386"
"casual","2022-05-13","18","Saturday","13","5","2022","1339"
"casual","2022-05-13","19","Saturday","13","5","2022","1044"
"casual","2022-05-13","20","Saturday","13","5","2022","775"
"casual","2022-05-13","21","Saturday","13","5","2022","635"
"casual","2022-05-13","22","Saturday","13","5","2022","595"
"casual","2022-05-13","23","Saturday","13","5","2022","548"
"casual","2022-05-14","0","Sunday","14","5","2022","481"
"casual","2022-05-14","1","Sunday","14","5","2022","329"
"casual","2022-05-14","2","Sunday","14","5","2022","214"
"casual","2022-05-14","3","Sunday","14","5","2022","113"
"casual","2022-05-14","4","Sunday","14","5","2022","45"
"casual","2022-05-14","5","Sunday","14","5","2022","36"
"casual","2022-05-14","6","Sunday","14","5","2022","84"
"casual","2022-05-14","7","Sunday","14","5","2022","155"
"casual","2022-05-14","8","Sunday","14","5","2022","334"
"casual","2022-05-14","9","Sunday","14","5","2022","477"
"casual","2022-05-14","10","Sunday","14","5","2022","671"
"casual","2022-05-14","11","Sunday","14","5","2022","979"
"casual","2022-05-14","12","Sunday","14","5","2022","1134"
"casual","2022-05-14","13","Sunday","14","5","2022","1325"
"casual","2022-05-14","14","Sunday","14","5","2022","1379"
"casual","2022-05-14","15","Sunday","14","5","2022","1410"
"casual","2022-05-14","16","Sunday","14","5","2022","1286"
"casual","2022-05-14","17","Sunday","14","5","2022","1258"
"casual","2022-05-14","18","Sunday","14","5","2022","1254"
"casual","2022-05-14","19","Sunday","14","5","2022","1056"
"casual","2022-05-14","20","Sunday","14","5","2022","810"
"casual","2022-05-14","21","Sunday","14","5","2022","711"
"casual","2022-05-14","22","Sunday","14","5","2022","669"
"casual","2022-05-14","23","Sunday","14","5","2022","637"
"casual","2022-05-15","0","Monday","15","5","2022","512"
"casual","2022-05-15","1","Monday","15","5","2022","357"
"casual","2022-05-15","2","Monday","15","5","2022","246"
"casual","2022-05-15","3","Monday","15","5","2022","111"
"casual","2022-05-15","4","Monday","15","5","2022","72"
"casual","2022-05-15","5","Monday","15","5","2022","56"
"casual","2022-05-15","6","Monday","15","5","2022","69"
"casual","2022-05-15","7","Monday","15","5","2022","110"
"casual","2022-05-15","8","Monday","15","5","2022","201"
"casual","2022-05-15","9","Monday","15","5","2022","389"
"casual","2022-05-15","10","Monday","15","5","2022","636"
"casual","2022-05-15","11","Monday","15","5","2022","939"
"casual","2022-05-15","12","Monday","15","5","2022","1012"
"casual","2022-05-15","13","Monday","15","5","2022","842"
"casual","2022-05-15","14","Monday","15","5","2022","732"
"casual","2022-05-15","15","Monday","15","5","2022","677"
"casual","2022-05-15","16","Monday","15","5","2022","711"
"casual","2022-05-15","17","Monday","15","5","2022","688"
"casual","2022-05-15","18","Monday","15","5","2022","524"
"casual","2022-05-15","19","Monday","15","5","2022","318"
"casual","2022-05-15","20","Monday","15","5","2022","208"
"casual","2022-05-15","21","Monday","15","5","2022","199"
"casual","2022-05-15","22","Monday","15","5","2022","197"
"casual","2022-05-15","23","Monday","15","5","2022","124"
"casual","2022-05-16","0","Tuesday","16","5","2022","81"
"casual","2022-05-16","1","Tuesday","16","5","2022","60"
"casual","2022-05-16","2","Tuesday","16","5","2022","42"
"casual","2022-05-16","3","Tuesday","16","5","2022","14"
"casual","2022-05-16","4","Tuesday","16","5","2022","18"
"casual","2022-05-16","5","Tuesday","16","5","2022","29"
"casual","2022-05-16","6","Tuesday","16","5","2022","122"
"casual","2022-05-16","7","Tuesday","16","5","2022","203"
"casual","2022-05-16","8","Tuesday","16","5","2022","272"
"casual","2022-05-16","9","Tuesday","16","5","2022","262"
"casual","2022-05-16","10","Tuesday","16","5","2022","312"
"casual","2022-05-16","11","Tuesday","16","5","2022","425"
"casual","2022-05-16","12","Tuesday","16","5","2022","608"
"casual","2022-05-16","13","Tuesday","16","5","2022","593"
"casual","2022-05-16","14","Tuesday","16","5","2022","603"
"casual","2022-05-16","15","Tuesday","16","5","2022","719"
"casual","2022-05-16","16","Tuesday","16","5","2022","952"
"casual","2022-05-16","17","Tuesday","16","5","2022","1134"
"casual","2022-05-16","18","Tuesday","16","5","2022","1011"
"casual","2022-05-16","19","Tuesday","16","5","2022","775"
"casual","2022-05-16","20","Tuesday","16","5","2022","540"
"casual","2022-05-16","21","Tuesday","16","5","2022","488"
"casual","2022-05-16","22","Tuesday","16","5","2022","331"
"casual","2022-05-16","23","Tuesday","16","5","2022","179"
"casual","2022-05-17","0","Wednesday","17","5","2022","113"
"casual","2022-05-17","1","Wednesday","17","5","2022","48"
"casual","2022-05-17","2","Wednesday","17","5","2022","34"
"casual","2022-05-17","3","Wednesday","17","5","2022","13"
"casual","2022-05-17","4","Wednesday","17","5","2022","14"
"casual","2022-05-17","5","Wednesday","17","5","2022","42"
"casual","2022-05-17","6","Wednesday","17","5","2022","132"
"casual","2022-05-17","7","Wednesday","17","5","2022","270"
"casual","2022-05-17","8","Wednesday","17","5","2022","304"
"casual","2022-05-17","9","Wednesday","17","5","2022","242"
"casual","2022-05-17","10","Wednesday","17","5","2022","264"
"casual","2022-05-17","11","Wednesday","17","5","2022","333"
"casual","2022-05-17","12","Wednesday","17","5","2022","407"
"casual","2022-05-17","13","Wednesday","17","5","2022","399"
"casual","2022-05-17","14","Wednesday","17","5","2022","366"
"casual","2022-05-17","15","Wednesday","17","5","2022","393"
"casual","2022-05-17","16","Wednesday","17","5","2022","474"
"casual","2022-05-17","17","Wednesday","17","5","2022","683"
"casual","2022-05-17","18","Wednesday","17","5","2022","587"
"casual","2022-05-17","19","Wednesday","17","5","2022","383"
"casual","2022-05-17","20","Wednesday","17","5","2022","241"
"casual","2022-05-17","21","Wednesday","17","5","2022","323"
"casual","2022-05-17","22","Wednesday","17","5","2022","196"
"casual","2022-05-17","23","Wednesday","17","5","2022","121"
"casual","2022-05-18","0","Thursday","18","5","2022","38"
"casual","2022-05-18","1","Thursday","18","5","2022","36"
"casual","2022-05-18","2","Thursday","18","5","2022","12"
"casual","2022-05-18","3","Thursday","18","5","2022","7"
"casual","2022-05-18","4","Thursday","18","5","2022","7"
"casual","2022-05-18","5","Thursday","18","5","2022","36"
"casual","2022-05-18","6","Thursday","18","5","2022","56"
"casual","2022-05-18","7","Thursday","18","5","2022","123"
"casual","2022-05-18","8","Thursday","18","5","2022","207"
"casual","2022-05-18","9","Thursday","18","5","2022","103"
"casual","2022-05-18","10","Thursday","18","5","2022","54"
"casual","2022-05-18","11","Thursday","18","5","2022","73"
"casual","2022-05-18","12","Thursday","18","5","2022","115"
"casual","2022-05-18","13","Thursday","18","5","2022","144"
"casual","2022-05-18","14","Thursday","18","5","2022","226"
"casual","2022-05-18","15","Thursday","18","5","2022","341"
"casual","2022-05-18","16","Thursday","18","5","2022","491"
"casual","2022-05-18","17","Thursday","18","5","2022","655"
"casual","2022-05-18","18","Thursday","18","5","2022","608"
"casual","2022-05-18","19","Thursday","18","5","2022","456"
"casual","2022-05-18","20","Thursday","18","5","2022","369"
"casual","2022-05-18","21","Thursday","18","5","2022","303"
"casual","2022-05-18","22","Thursday","18","5","2022","296"
"casual","2022-05-18","23","Thursday","18","5","2022","162"
"casual","2022-05-19","0","Friday","19","5","2022","63"
"casual","2022-05-19","1","Friday","19","5","2022","38"
"casual","2022-05-19","2","Friday","19","5","2022","22"
"casual","2022-05-19","3","Friday","19","5","2022","20"
"casual","2022-05-19","4","Friday","19","5","2022","12"
"casual","2022-05-19","5","Friday","19","5","2022","42"
"casual","2022-05-19","6","Friday","19","5","2022","109"
"casual","2022-05-19","7","Friday","19","5","2022","252"
"casual","2022-05-19","8","Friday","19","5","2022","345"
"casual","2022-05-19","9","Friday","19","5","2022","266"
"casual","2022-05-19","10","Friday","19","5","2022","320"
"casual","2022-05-19","11","Friday","19","5","2022","429"
"casual","2022-05-19","12","Friday","19","5","2022","516"
"casual","2022-05-19","13","Friday","19","5","2022","538"
"casual","2022-05-19","14","Friday","19","5","2022","613"
"casual","2022-05-19","15","Friday","19","5","2022","712"
"casual","2022-05-19","16","Friday","19","5","2022","989"
"casual","2022-05-19","17","Friday","19","5","2022","1415"
"casual","2022-05-19","18","Friday","19","5","2022","1285"
"casual","2022-05-19","19","Friday","19","5","2022","978"
"casual","2022-05-19","20","Friday","19","5","2022","723"
"casual","2022-05-19","21","Friday","19","5","2022","712"
"casual","2022-05-19","22","Friday","19","5","2022","619"
"casual","2022-05-19","23","Friday","19","5","2022","363"
"casual","2022-05-20","0","Saturday","20","5","2022","240"
"casual","2022-05-20","1","Saturday","20","5","2022","132"
"casual","2022-05-20","2","Saturday","20","5","2022","56"
"casual","2022-05-20","3","Saturday","20","5","2022","35"
"casual","2022-05-20","4","Saturday","20","5","2022","32"
"casual","2022-05-20","5","Saturday","20","5","2022","50"
"casual","2022-05-20","6","Saturday","20","5","2022","106"
"casual","2022-05-20","7","Saturday","20","5","2022","218"
"casual","2022-05-20","8","Saturday","20","5","2022","293"
"casual","2022-05-20","9","Saturday","20","5","2022","269"
"casual","2022-05-20","10","Saturday","20","5","2022","331"
"casual","2022-05-20","11","Saturday","20","5","2022","478"
"casual","2022-05-20","12","Saturday","20","5","2022","566"
"casual","2022-05-20","13","Saturday","20","5","2022","575"
"casual","2022-05-20","14","Saturday","20","5","2022","581"
"casual","2022-05-20","15","Saturday","20","5","2022","737"
"casual","2022-05-20","16","Saturday","20","5","2022","890"
"casual","2022-05-20","17","Saturday","20","5","2022","1109"
"casual","2022-05-20","18","Saturday","20","5","2022","920"
"casual","2022-05-20","19","Saturday","20","5","2022","598"
"casual","2022-05-20","20","Saturday","20","5","2022","445"
"casual","2022-05-20","21","Saturday","20","5","2022","362"
"casual","2022-05-20","22","Saturday","20","5","2022","257"
"casual","2022-05-20","23","Saturday","20","5","2022","102"
"casual","2022-05-21","0","Sunday","21","5","2022","45"
"casual","2022-05-21","1","Sunday","21","5","2022","68"
"casual","2022-05-21","2","Sunday","21","5","2022","65"
"casual","2022-05-21","3","Sunday","21","5","2022","78"
"casual","2022-05-21","4","Sunday","21","5","2022","39"
"casual","2022-05-21","5","Sunday","21","5","2022","15"
"casual","2022-05-21","6","Sunday","21","5","2022","41"
"casual","2022-05-21","7","Sunday","21","5","2022","80"
"casual","2022-05-21","8","Sunday","21","5","2022","203"
"casual","2022-05-21","9","Sunday","21","5","2022","409"
"casual","2022-05-21","10","Sunday","21","5","2022","495"
"casual","2022-05-21","11","Sunday","21","5","2022","499"
"casual","2022-05-21","12","Sunday","21","5","2022","267"
"casual","2022-05-21","13","Sunday","21","5","2022","192"
"casual","2022-05-21","14","Sunday","21","5","2022","101"
"casual","2022-05-21","15","Sunday","21","5","2022","267"
"casual","2022-05-21","16","Sunday","21","5","2022","415"
"casual","2022-05-21","17","Sunday","21","5","2022","538"
"casual","2022-05-21","18","Sunday","21","5","2022","561"
"casual","2022-05-21","19","Sunday","21","5","2022","525"
"casual","2022-05-21","20","Sunday","21","5","2022","367"
"casual","2022-05-21","21","Sunday","21","5","2022","267"
"casual","2022-05-21","22","Sunday","21","5","2022","314"
"casual","2022-05-21","23","Sunday","21","5","2022","319"
"casual","2022-05-22","0","Monday","22","5","2022","283"
"casual","2022-05-22","1","Monday","22","5","2022","171"
"casual","2022-05-22","2","Monday","22","5","2022","152"
"casual","2022-05-22","3","Monday","22","5","2022","69"
"casual","2022-05-22","4","Monday","22","5","2022","50"
"casual","2022-05-22","5","Monday","22","5","2022","43"
"casual","2022-05-22","6","Monday","22","5","2022","125"
"casual","2022-05-22","7","Monday","22","5","2022","210"
"casual","2022-05-22","8","Monday","22","5","2022","263"
"casual","2022-05-22","9","Monday","22","5","2022","464"
